,H_datetime,H_gameinfo,H_Teamnames,H_Goals,H_Ball Possession,H_Goal Attempts,H_Shots on Goal,H_Shots off Goal,H_Blocked Shots,H_Free Kicks,H_Corner Kicks,H_Offsides,H_Goalkeeper Saves,H_Fouls,H_Yellow Cards,H_Red Cards,H_Total Passes,H_Completed Passes,H_Tackles,H_Attacks,H_Dangerous Attacks,A_datetime,A_gameinfo,A_Teamnames,A_Goals,A_Ball Possession,A_Goal Attempts,A_Shots on Goal,A_Shots off Goal,A_Blocked Shots,A_Free Kicks,A_Corner Kicks,A_Offsides,A_Goalkeeper Saves,A_Fouls,A_Yellow Cards,A_Red Cards,A_Total Passes,A_Completed Passes,A_Tackles,A_Attacks,A_Dangerous Attacks,H_cat
90,22.09.2021 11:45,FootballFootballITALY: Serie A - Round 5,AC Milan,2,72,7,4,2,1,5,2,0,2,7,0,,,234,11,60,30,22.09.2021 11:45,FootballFootballITALY: Serie A - Round 5,Venezia,0,28,5,2,3,0,6,2,1,2,5,1,,,117,7,41,14,cat90
91,22.09.2021 11:45,FootballFootballITALY: Serie A - Round 5,AC Milan,0,70,8,0,6,2,6,2,0,0,5,0,,,325,11,96,35,22.09.2021 11:45,FootballFootballITALY: Serie A - Round 5,Venezia,0,30,3,0,3,0,5,2,0,0,8,1,,,121,10,29,10,cat91
92,23.09.2021 09:30,FootballFootballITALY: Serie A - Round 5,Torino,1,41,9,4,3,2,8,2,2,0,12,0,,,107,5,50,27,23.09.2021 09:30,FootballFootballITALY: Serie A - Round 5,Lazio,1,59,4,1,3,0,12,4,3,3,5,2,,,203,10,47,14,cat92
93,23.09.2021 09:30,FootballFootballITALY: Serie A - Round 5,Torino,0,51,7,1,4,2,3,4,1,1,7,3,,,173,9,62,22,23.09.2021 09:30,FootballFootballITALY: Serie A - Round 5,Lazio,0,49,2,1,1,0,9,1,0,1,4,1,,,151,12,33,10,cat93
94,23.09.2021 09:30,FootballFootballITALY: Serie A - Round 5,Sampdoria,0,46,5,1,2,2,3,1,1,3,7,1,,,166,6,44,26,23.09.2021 09:30,FootballFootballITALY: Serie A - Round 5,Napoli,2,54,10,5,3,2,7,2,0,1,4,1,,,233,6,38,17,cat94
95,23.09.2021 09:30,FootballFootballITALY: Serie A - Round 5,Sampdoria,0,52,8,4,1,3,4,4,1,2,3,1,,,219,7,62,25,23.09.2021 09:30,FootballFootballITALY: Serie A - Round 5,Napoli,2,48,7,4,1,2,4,3,1,4,3,0,,,221,8,41,12,cat95
96,23.09.2021 11:45,FootballFootballITALY: Serie A - Round 5,AS Roma,0,47,2,0,2,0,3,1,0,2,13,4,1,,209,11,59,20,23.09.2021 11:45,FootballFootballITALY: Serie A - Round 5,Udinese,0,53,7,2,5,0,14,3,0,0,3,0,0,,226,8,66,24,cat96
97,23.09.2021 11:45,FootballFootballITALY: Serie A - Round 5,AS Roma,1,55,10,2,4,4,7,5,1,1,9,0,,,226,8,69,23,23.09.2021 11:45,FootballFootballITALY: Serie A - Round 5,Udinese,0,45,1,1,0,0,9,3,2,1,5,1,,,169,8,43,20,cat97
98,25.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Spezia,1,34,3,1,1,1,12,2,2,3,6,1,,,102,5,40,13,25.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,AC Milan,2,66,13,5,7,1,14,1,1,0,7,2,,,197,5,61,18,cat98
99,25.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Spezia,0,38,5,1,2,2,7,0,1,0,6,1,,,111,7,31,23,25.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,AC Milan,0,62,5,0,4,1,6,3,2,1,4,0,,,223,15,67,34,cat99
100,25.09.2021 09:00,FootballFootballITALY: Serie A - Round 6,Inter,1,59,13,4,8,1,10,3,0,2,6,1,,,169,6,58,30,25.09.2021 09:00,FootballFootballITALY: Serie A - Round 6,Atalanta,0,41,11,2,7,2,13,5,1,3,7,2,,,118,4,51,18,cat100
101,25.09.2021 09:00,FootballFootballITALY: Serie A - Round 6,Inter,1,43,6,2,1,3,5,1,0,1,7,2,,,149,2,37,14,25.09.2021 09:00,FootballFootballITALY: Serie A - Round 6,Atalanta,2,57,12,3,6,3,6,6,0,1,4,3,,,211,4,52,27,cat101
102,25.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Genoa,0,52,4,0,4,0,4,2,0,0,1,,,,197,9,60,33,25.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Verona,1,48,2,1,1,0,1,1,0,0,4,,,,190,4,44,11,cat102
103,26.09.2021 03:30,FootballFootballITALY: Serie A - Round 6,Juventus,1,53,6,2,3,1,8,4,0,0,13,4,,,168,3,47,24,26.09.2021 03:30,FootballFootballITALY: Serie A - Round 6,Sampdoria,1,47,1,1,0,0,13,0,1,1,8,0,,,228,6,68,18,cat103
104,26.09.2021 03:30,FootballFootballITALY: Serie A - Round 6,Juventus,2,57,10,4,3,3,8,0,0,1,9,0,,,200,3,57,16,26.09.2021 03:30,FootballFootballITALY: Serie A - Round 6,Sampdoria,1,43,4,2,2,0,9,2,2,2,8,3,,,139,9,52,11,cat104
105,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Udinese,0,57,11,5,3,3,10,1,0,1,4,1,,,245,14,83,30,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Fiorentina,0,43,5,1,4,0,7,1,0,5,2,2,,,199,13,54,17,cat105
106,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Udinese,0,41,1,0,1,0,8,3,0,0,10,1,,,160,7,41,19,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Fiorentina,1,59,3,1,1,1,9,0,0,0,9,1,,,294,6,57,19,cat106
107,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Sassuolo,1,59,10,5,3,2,13,1,0,2,9,1,,,192,3,58,12,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Salernitana,0,41,4,2,1,1,17,4,3,4,7,1,,,149,5,54,29,cat107
108,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Sassuolo,0,66,7,1,3,3,13,3,0,3,7,2,,,196,4,47,23,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Salernitana,0,34,8,3,2,3,7,4,3,1,9,2,,,104,7,50,27,cat108
109,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Empoli,2,41,5,4,1,0,19,0,1,2,9,1,,,68,7,23,11,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Bologna,1,59,13,3,8,2,17,6,0,2,7,1,,,191,2,56,35,cat109
110,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Empoli,2,43,10,3,4,3,16,2,2,1,6,1,,,140,7,47,32,26.09.2021 06:00,FootballFootballITALY: Serie A - Round 6,Bologna,1,57,7,2,1,4,7,4,1,1,15,1,,,184,8,40,18,cat110
111,26.09.2021 09:00,FootballFootballITALY: Serie A - Round 6,Lazio,1,48,7,2,5,0,11,1,0,4,5,1,,,157,16,32,13,26.09.2021 09:00,FootballFootballITALY: Serie A - Round 6,AS Roma,1,52,12,5,4,3,9,3,0,1,6,2,,,154,16,62,27,cat111
112,26.09.2021 09:00,FootballFootballITALY: Serie A - Round 6,Lazio,2,46,3,2,1,0,8,0,2,2,7,1,,,218,3,44,12,26.09.2021 09:00,FootballFootballITALY: Serie A - Round 6,AS Roma,1,54,8,3,2,3,9,6,1,0,7,2,,,224,4,53,31,cat112
113,26.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Napoli,1,64,10,5,4,1,11,2,1,1,4,2,,,350,5,76,40,26.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Cagliari,0,36,3,1,1,1,6,0,1,4,4,1,,,140,6,41,11,cat113
114,26.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Napoli,1,62,7,2,4,1,7,4,0,0,8,,,,335,4,79,30,26.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Cagliari,0,38,3,0,1,2,9,4,1,1,6,,,,126,7,26,16,cat114
115,27.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Venezia,1,51,5,2,2,1,10,2,1,1,4,1,0,,176,9,62,25,27.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Torino,1,49,4,2,0,2,5,0,1,1,10,3,1,,131,10,34,18,cat115
116,27.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Venezia,0,33,3,0,3,0,8,2,1,1,5,0,,,91,10,49,16,27.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Torino,0,67,4,1,2,1,6,1,0,0,8,1,,,261,11,73,26,cat116
117,01.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Cagliari,0,38,3,0,2,1,13,0,1,2,6,1,,,119,4,53,26,01.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Venezia,1,62,8,3,4,1,7,2,1,0,12,3,,,217,3,53,27,cat117
118,01.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Cagliari,1,44,6,3,2,1,8,2,1,1,9,1,,,178,8,51,10,01.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Venezia,0,56,2,1,1,0,10,2,1,2,7,2,,,198,5,32,13,cat118
119,02.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Salernitana,1,44,3,1,2,0,8,6,0,2,10,2,,,122,8,39,25,02.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Genoa,0,56,11,2,5,4,10,7,0,0,8,2,,,138,5,43,34,cat119
120,02.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Salernitana,0,46,7,3,3,1,9,4,0,2,5,,,,170,7,63,35,02.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Genoa,0,54,8,2,5,1,5,1,0,3,9,,,,170,14,52,18,cat120
121,02.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Torino,0,36,3,0,1,2,8,2,1,2,14,3,,,95,10,33,10,02.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Juventus,1,64,6,3,2,1,15,5,0,0,8,1,,,238,1,65,31,cat121
122,02.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Torino,0,58,9,2,6,1,6,2,0,0,6,,,,213,10,75,35,02.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Juventus,0,42,4,0,3,1,6,1,0,2,6,,,,123,7,28,10,cat122
123,02.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Sassuolo,0,59,6,5,1,0,12,1,0,0,6,4,,,206,5,55,21,02.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Inter,2,41,13,2,6,5,6,5,2,5,11,2,,,161,8,41,24,cat123
124,02.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Sassuolo,1,53,6,3,2,1,8,5,0,1,4,,,,203,5,38,19,02.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Inter,0,47,5,1,2,2,4,3,1,2,8,,,,154,13,54,31,cat124
125,03.10.2021 03:30,FootballFootballITALY: Serie A - Round 7,Bologna,1,44,5,1,4,0,11,1,0,1,3,2,0,,184,17,42,11,03.10.2021 03:30,FootballFootballITALY: Serie A - Round 7,Lazio,0,56,3,1,2,0,3,0,0,0,11,5,1,,546,8,71,30,cat125
126,03.10.2021 03:30,FootballFootballITALY: Serie A - Round 7,Bologna,2,44,5,2,2,1,5,2,1,3,2,,,,160,4,45,18,03.10.2021 03:30,FootballFootballITALY: Serie A - Round 7,Lazio,0,56,5,3,0,2,3,3,0,0,5,,,,0,6,72,34,cat126
127,03.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Verona,1,43,2,1,0,1,6,0,1,0,8,,0,,143,12,51,20,03.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Spezia,0,57,3,0,3,0,9,0,1,0,5,,1,,202,13,59,33,cat127
128,03.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Verona,3,47,4,3,0,1,6,1,1,4,7,1,,,176,11,44,12,03.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Spezia,0,53,9,4,4,1,8,5,0,0,6,1,,,205,6,53,19,cat128
129,03.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Sampdoria,2,54,8,2,4,2,11,3,0,2,8,4,,,141,7,59,19,03.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Udinese,1,46,6,3,2,1,8,3,0,0,10,5,,,149,11,44,29,cat129
130,03.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Sampdoria,1,60,5,1,3,1,5,3,0,2,4,,,,203,13,51,20,03.10.2021 06:00,FootballFootballITALY: Serie A - Round 7,Udinese,2,40,12,4,4,4,5,5,0,0,5,,,,118,6,33,17,cat130
131,03.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Fiorentina,0,56,5,1,0,4,7,6,0,2,5,1,,,192,8,61,34,03.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Napoli,1,44,6,3,3,0,6,0,0,1,8,3,,,153,9,37,18,cat131
132,03.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Fiorentina,1,56,5,2,2,1,6,2,1,2,11,2,,,193,7,50,28,03.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Napoli,1,44,6,3,2,1,10,2,0,1,5,0,,,172,4,39,18,cat132
133,03.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,AS Roma,1,58,8,5,2,1,12,3,1,1,7,2,,,239,6,53,26,03.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Empoli,0,42,4,1,1,2,8,1,3,4,10,3,,,156,10,60,22,cat133
134,03.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,AS Roma,1,66,10,2,4,4,7,2,2,2,4,,,,322,5,52,42,03.10.2021 09:00,FootballFootballITALY: Serie A - Round 7,Empoli,0,34,7,2,4,1,5,4,1,1,6,,,,119,7,29,19,cat134
135,03.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Atalanta,2,56,8,2,2,4,9,2,1,2,8,0,,,178,12,51,26,03.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,AC Milan,1,44,5,3,1,1,10,4,0,0,12,3,,,101,4,56,34,cat135
136,03.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,Atalanta,0,48,9,4,1,4,4,7,1,2,5,1,,,202,10,53,36,03.10.2021 11:45,FootballFootballITALY: Serie A - Round 7,AC Milan,2,52,8,4,1,3,6,1,0,4,3,1,,,172,12,48,13,cat136
137,16.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Spezia,2,59,12,5,3,4,14,7,4,2,6,2,,,164,7,44,34,16.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Salernitana,0,41,6,2,1,3,15,1,1,3,7,3,,,98,6,46,20,cat137
138,16.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Spezia,0,57,6,0,4,2,9,3,1,1,7,,,,185,6,51,25,16.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Salernitana,1,43,9,2,1,6,8,1,1,0,8,,,,126,8,61,26,cat138
139,16.10.2021 09:00,FootballFootballITALY: Serie A - Round 8,Lazio,3,48,9,5,3,1,7,1,0,2,5,2,1,,242,9,40,15,16.10.2021 09:00,FootballFootballITALY: Serie A - Round 8,Inter,0,52,6,2,0,4,6,1,0,2,8,5,0,,237,9,66,27,cat139
140,16.10.2021 09:00,FootballFootballITALY: Serie A - Round 8,Lazio,0,56,10,3,3,4,4,6,0,1,7,1,,,277,2,57,22,16.10.2021 09:00,FootballFootballITALY: Serie A - Round 8,Inter,1,44,6,2,4,0,6,2,0,3,4,1,,,200,4,32,20,cat140
141,16.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,AC Milan,3,54,10,3,2,5,8,4,0,2,5,1,,,147,13,51,24,16.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,Verona,0,46,6,2,3,1,5,3,0,0,8,1,,,116,5,44,22,cat141
142,16.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,AC Milan,0,56,7,1,4,2,13,1,0,1,6,0,,,173,14,52,20,16.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,Verona,2,44,4,3,1,0,5,1,1,1,12,3,,,122,12,55,17,cat142
143,17.10.2021 03:30,FootballFootballITALY: Serie A - Round 8,Cagliari,2,34,8,4,4,0,9,1,2,1,7,3,,,69,4,36,18,17.10.2021 03:30,FootballFootballITALY: Serie A - Round 8,Sampdoria,1,66,10,2,6,2,9,5,1,2,9,2,,,192,5,59,44,cat143
144,17.10.2021 03:30,FootballFootballITALY: Serie A - Round 8,Cagliari,1,48,4,1,1,2,12,4,0,1,7,1,,,140,9,51,21,17.10.2021 03:30,FootballFootballITALY: Serie A - Round 8,Sampdoria,0,52,7,1,3,3,8,4,2,0,9,0,,,152,3,60,21,cat144
145,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Udinese,1,40,6,2,3,1,11,1,0,7,5,1,,,109,6,44,19,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Bologna,1,60,13,8,4,1,10,4,0,1,9,7,,,218,6,53,18,cat145
146,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Udinese,0,42,4,0,2,2,2,1,1,3,10,2,1,,160,3,49,13,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Bologna,0,58,10,3,3,4,11,4,0,0,2,0,0,,218,9,55,19,cat146
147,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Genoa,1,46,14,2,8,4,15,4,5,1,6,1,,,139,10,49,32,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Sassuolo,0,54,5,1,4,0,15,0,1,1,10,2,,,191,7,41,12,cat147
148,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Genoa,1,38,5,2,1,2,9,2,2,2,5,1,,,111,12,39,12,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Sassuolo,2,62,10,4,4,2,8,1,2,1,8,2,,,215,10,40,21,cat148
149,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Empoli,0,47,8,4,0,4,16,3,2,0,4,2,,,200,8,70,31,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Atalanta,2,53,10,2,3,5,8,1,1,4,10,2,,,217,5,43,17,cat149
150,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Empoli,1,47,4,2,0,2,8,2,4,3,6,1,,,127,7,47,18,17.10.2021 06:00,FootballFootballITALY: Serie A - Round 8,Atalanta,2,53,12,5,4,3,10,3,1,1,6,0,,,157,11,45,21,cat150
151,17.10.2021 09:00,FootballFootballITALY: Serie A - Round 8,Napoli,1,47,3,1,2,0,23,1,1,1,6,2,,,127,4,51,12,17.10.2021 09:00,FootballFootballITALY: Serie A - Round 8,Torino,0,53,6,1,2,3,12,1,2,0,10,3,,,140,10,58,22,cat151
152,17.10.2021 09:00,FootballFootballITALY: Serie A - Round 8,Napoli,0,55,7,2,4,1,10,2,1,2,0,0,,,170,7,64,29,17.10.2021 09:00,FootballFootballITALY: Serie A - Round 8,Torino,0,45,5,2,3,0,1,3,1,2,10,1,,,128,10,46,15,cat152
153,17.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,Juventus,0,46,4,1,3,0,14,0,2,0,12,2,,,174,8,38,21,17.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,AS Roma,0,54,5,0,2,3,25,4,2,1,9,4,,,196,6,79,32,cat153
154,17.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,Juventus,1,50,2,1,1,0,5,0,1,4,6,1,,,238,12,58,21,17.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,AS Roma,0,50,9,4,2,3,6,2,1,0,4,1,,,252,4,43,14,cat154
155,18.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,Venezia,0,40,2,1,0,1,6,2,2,1,8,2,0,,122,5,43,21,18.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,Fiorentina,0,60,7,1,5,1,10,4,1,1,5,3,1,,204,12,59,34,cat155
156,18.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,Venezia,1,36,2,1,0,1,7,0,4,1,9,0,,,155,9,36,8,18.10.2021 11:45,FootballFootballITALY: Serie A - Round 8,Fiorentina,0,64,3,1,0,2,13,1,1,0,6,2,,,303,4,56,21,cat156
157,22.10.2021 09:30,FootballFootballITALY: Serie A - Round 9,Torino,1,54,7,3,3,1,19,0,1,1,15,2,,,126,9,53,33,22.10.2021 09:30,FootballFootballITALY: Serie A - Round 9,Genoa,2,46,10,3,5,2,28,2,0,2,12,3,,,98,5,53,12,cat157
158,22.10.2021 09:30,FootballFootballITALY: Serie A - Round 9,Torino,2,63,10,3,4,3,7,2,1,1,5,,,,217,4,53,28,22.10.2021 09:30,FootballFootballITALY: Serie A - Round 9,Genoa,0,37,4,1,2,1,5,2,0,1,6,,,,100,9,52,28,cat158
159,22.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Sampdoria,0,21,4,1,2,1,9,0,1,2,4,1,,,53,8,24,7,22.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Spezia,1,79,9,3,3,3,7,5,0,1,6,0,,,294,1,74,51,cat159
160,22.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Sampdoria,2,35,2,1,1,0,3,0,2,4,5,2,,,117,4,54,9,22.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Spezia,0,65,8,4,2,2,7,3,0,0,3,1,,,250,8,63,22,cat160
161,23.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Salernitana,0,52,5,2,3,0,15,1,1,2,4,0,,,176,5,50,20,23.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Empoli,4,48,10,6,3,1,4,1,0,2,9,1,,,158,11,52,20,cat161
162,23.10.2021 09:00,FootballFootballITALY: Serie A - Round 9,Sassuolo,2,69,9,4,2,3,15,3,0,1,4,1,,,332,9,51,22,23.10.2021 09:00,FootballFootballITALY: Serie A - Round 9,Venezia,0,31,2,1,0,1,6,1,3,2,8,0,,,130,12,48,11,cat162
163,23.10.2021 09:00,FootballFootballITALY: Serie A - Round 9,Sassuolo,1,57,5,3,0,2,14,2,1,1,6,0,,,220,3,69,29,23.10.2021 09:00,FootballFootballITALY: Serie A - Round 9,Venezia,1,43,6,2,1,3,8,3,2,2,7,2,,,151,4,25,13,cat163
164,23.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Bologna,2,35,4,3,1,0,13,3,0,2,1,0,1,,95,6,32,14,23.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,AC Milan,2,65,8,4,1,3,2,1,0,1,11,2,0,,241,9,63,33,cat164
165,23.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Bologna,0,41,5,1,2,2,7,1,0,1,6,1,1,,180,13,55,13,23.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,AC Milan,2,59,7,3,2,2,7,0,2,1,4,1,0,,290,6,88,30,cat165
166,24.10.2021 03:30,FootballFootballITALY: Serie A - Round 9,Atalanta,1,61,5,2,0,3,6,3,1,0,11,2,,,214,9,47,22,24.10.2021 03:30,FootballFootballITALY: Serie A - Round 9,Udinese,1,39,2,1,1,0,12,2,0,1,7,1,,,129,9,52,15,cat166
167,24.10.2021 03:30,FootballFootballITALY: Serie A - Round 9,Atalanta,0,75,3,1,1,1,7,3,0,2,4,0,,,333,6,81,34,24.10.2021 03:30,FootballFootballITALY: Serie A - Round 9,Udinese,0,25,7,2,4,1,4,1,0,1,8,1,,,90,10,26,11,cat167
168,24.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Verona,2,54,4,3,1,0,7,3,4,3,6,1,,,224,3,49,27,24.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Lazio,1,46,7,4,2,1,9,4,0,1,8,1,,,187,9,61,23,cat168
169,24.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Verona,2,44,12,4,7,1,7,0,4,0,6,1,,,170,10,47,19,24.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Lazio,0,56,2,0,1,1,10,0,0,2,7,1,,,218,5,67,14,cat169
170,24.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Fiorentina,1,63,8,1,5,2,10,1,1,0,6,0,,,278,3,44,14,24.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Cagliari,0,37,1,0,1,0,7,1,2,0,8,1,,,132,10,46,9,cat170
171,24.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Fiorentina,2,67,13,4,6,3,8,3,0,1,5,0,,,262,7,69,24,24.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Cagliari,0,33,2,1,1,0,5,0,2,2,7,1,,,120,6,32,7,cat171
172,24.10.2021 09:00,FootballFootballITALY: Serie A - Round 9,AS Roma,0,32,8,1,4,3,9,3,0,2,10,3,,,91,10,36,18,24.10.2021 09:00,FootballFootballITALY: Serie A - Round 9,Napoli,0,68,5,2,1,2,9,1,4,1,6,1,,,248,9,61,44,cat172
173,24.10.2021 09:00,FootballFootballITALY: Serie A - Round 9,AS Roma,0,44,5,0,2,3,7,4,0,1,4,1,,,160,7,44,21,24.10.2021 09:00,FootballFootballITALY: Serie A - Round 9,Napoli,0,56,6,1,3,2,5,2,2,0,4,0,,,218,8,64,23,cat173
174,24.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Inter,0,43,3,0,2,1,8,0,1,1,7,1,,,168,6,37,18,24.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Juventus,1,57,8,2,3,3,6,0,1,0,6,1,,,252,5,67,24,cat174
175,24.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Inter,1,55,7,2,3,2,10,5,0,2,7,1,,,209,11,59,28,24.10.2021 11:45,FootballFootballITALY: Serie A - Round 9,Juventus,0,45,8,2,4,2,8,2,2,1,9,1,,,171,8,41,13,cat175
176,23.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Salernitana,2,70,7,4,2,1,13,6,1,0,7,1,,,213,11,71,41,23.10.2021 06:00,FootballFootballITALY: Serie A - Round 9,Empoli,0,30,1,0,1,0,13,0,2,2,7,2,,,79,10,41,8,cat0
177,25.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Genoa,3,48,6,4,1,1,12,1,0,4,12,3,,,116,1,58,21,25.09.2021 11:45,FootballFootballITALY: Serie A - Round 6,Verona,2,52,10,6,3,1,15,1,0,1,9,2,,,136,8,42,29,cat1
178,21.08.2021 11:45,FootballFootballITALY: Serie A - Round 1,Empoli,0,42,11,3,4,4,2,4,0,1,7,1,,,223,20,70,37,21.08.2021 11:45,FootballFootballITALY: Serie A - Round 1,Lazio,0,58,3,1,2,0,4,0,0,3,4,0,,,264,9,44,17,cat2
179,21.08.2021 11:45,FootballFootballITALY: Serie A - Round 1,Torino,1,55,9,3,4,2,9,3,0,0,14,2,,,109,7,54,37,21.08.2021 11:45,FootballFootballITALY: Serie A - Round 1,Atalanta,1,45,3,1,0,2,13,1,0,2,8,1,,,133,8,62,15,cat3
180,26.10.2021 09:30,FootballFootballITALY: Serie A - Round 10,Venezia,0,37,3,0,2,1,9,4,0,1,9,2,1,,80,14,28,16,26.10.2021 09:30,FootballFootballITALY: Serie A - Round 10,Salernitana,2,63,9,3,4,2,9,2,0,0,9,2,0,,203,5,61,29,cat0
181,26.10.2021 09:30,FootballFootballITALY: Serie A - Round 10,Venezia,1,53,5,4,1,0,4,0,0,4,8,1,,,238,6,44,24,26.10.2021 09:30,FootballFootballITALY: Serie A - Round 10,Salernitana,0,47,12,4,3,5,8,3,0,3,4,1,,,193,3,37,26,cat1
